1764,Ipaguaçú (Massapê),ipaguacu-massape,CE
1765,Tabuleiro do Norte,tabuleiro-do-norte,CE
1766,Maravilha (Choró),maravilha-choro,CE
1767,Juritianha (Acaraú),juritianha-acarau,CE
1768,Naraniu (Várzea Alegre),naraniu-varzea-alegre,CE
1769,Manoel Guedes (Maranguape),manoel-guedes-maranguape,CE
1770,Cedro (Chorozinho),cedro-chorozinho,CE
1771,Belém (Quixeramobim),belem-quixeramobim,CE
1772,Salão (Senador Sá),salao-senador-sa,CE
1773,Jaguaribe,jaguaribe,CE
1774,Curatis (Tamboril),curatis-tamboril,CE
1775,Barroquinha,barroquinha,CE
1776,Iara (Barro),iara-barro,CE
1777,Patos (Sobral),patos-sobral,CE
1778,Lagoa Grande (Barreira),lagoa-grande-barreira,CE
1779,Trici (Tauá),trici-taua,CE
1780,Frecheirinha,frecheirinha,CE
1781,Brejo Santo,brejo-santo,CE
1782,General Sampaio,general-sampaio,CE
1783,Ariscos dos Marianos (Ocara),ariscos-dos-marianos-ocara,CE
1784,Delmiro Gouveia (Pires Ferreira),delmiro-gouveia-pires-ferreira,CE
1785,Cariutaba (Farias Brito),cariutaba-farias-brito,CE
1786,Serrote (São Gonçalo do Amarante),serrote-sao-goncalo-do-amarante,CE
1787,Pedra Branca,pedra-branca,CE
1788,Arariús (Cariré),ararius-carire,CE
1789,Dom Quintino (Crato),dom-quintino-crato,CE
1790,Soledade (Itapajé),soledade-itapaje,CE
1791,Baixio da Donana (Jucás),baixio-da-donana-jucas,CE
1792,Aprazível (Sobral),aprazivel-sobral,CE
1793,Limoeiro do Norte,limoeiro-do-norte,CE
1794,Juatama (Quixadá),juatama-quixada,CE
1795,Lagoa Grande (Amontada),lagoa-grande-amontada,CE
1796,Serrote (Iguatu),serrote-iguatu,CE
1797,Guaiúba,guaiuba,CE
1798,Caponga (Cascavel),caponga-cascavel,CE
1799,Caponga da Bernarda (Aquiraz),caponga-da-bernarda-aquiraz,CE
1800,Viçosa (Fortim),vicosa-fortim,CE
1801,Lagoa das Pedras (Crateús),lagoa-das-pedras-crateus,CE
1802,Sussuanha (Guaraciaba do Norte),sussuanha-guaraciaba-do-norte,CE
1803,Mangabeira (Lavras da Mangabeira),mangabeira-lavras-da-mangabeira,CE
1804,Gado (Palmácia),gado-palmacia,CE
1805,Raimundo Martins (Santa Quitéria),raimundo-martins-santa-quiteria,CE
1806,Umburanas (Mauriti),umburanas-mauriti,CE
1807,Iguaçu (Canindé),iguacu-caninde,CE
1808,Buritizal (Poranga),buritizal-poranga,CE
1809,Lagoa dos Crioulos (Salitre),lagoa-dos-crioulos-salitre,CE
1810,Baleia (Itapipoca),baleia-itapipoca,CE
1811,Santa Luzia (Uruburetama),santa-luzia-uruburetama,CE
1812,Mombaça,mombaca,CE
1813,Santana do Acaraú,santana-do-acarau,CE
1814,Olho-D Água da Bica (Tabuleiro do Norte),olho-d-agua-da-bica-tabuleiro-do-norte,CE
1815,Caiçarinha (Choró),caicarinha-choro,CE
1816,Acaraú,acarau,CE
1817,Ibicatu (Várzea Alegre),ibicatu-varzea-alegre,CE
1818,Lagoa do Juvenal (Maranguape),lagoa-do-juvenal-maranguape,CE
1819,Campestre (Chorozinho),campestre-chorozinho,CE
1820,Paus Brancos (Quixeramobim),paus-brancos-quixeramobim,CE
1821,Moraújo,moraujo,CE
1822,Feiticeiro (Jaguaribe),feiticeiro-jaguaribe,CE
1823,Passagem (Chaval),passagem-chaval,CE
1824,Cuncas (Barro),cuncas-barro,CE
1825,São José (Ipueiras),sao-jose-ipueiras,CE
1826,Barreira dos Vianas (Aracati),barreira-dos-vianas-aracati,CE
1827,Marruás (Tauá),marruas-taua,CE
1828,Jaburuna (Ubajara),jaburuna-ubajara,CE
1829,Poço (Brejo Santo),poco-brejo-santo,CE
1830,Caio Prado (Itapiúna),caio-prado-itapiuna,CE
1831,Sereno de Cima (Ocara),sereno-de-cima-ocara,CE
1832,Reriutaba,reriutaba,CE
1833,Dom Leme (Santana do Cariri),dom-leme-santana-do-cariri,CE
1834,Araçás (Paracuru),aracas-paracuru,CE
1835,Mineirolândia (Pedra Branca),mineirolandia-pedra-branca,CE
1836,Cacimbas (Cariré),cacimbas-carire,CE
1837,Campo Alegre (Crato),campo-alegre-crato,CE
1838,Tejuçuoca,tejucuoca,CE
1839,São Pedro do Norte (Jucás),sao-pedro-do-norte-jucas,CE
1840,Forquilha,forquilha,CE
1841,Lagoa Grande (Morada Nova),lagoa-grande-morada-nova,CE
1842,Riacho Verde (Quixadá),riacho-verde-quixada,CE
1843,Nascente (Amontada),nascente-amontada,CE
1844,Gadelha (Iguatu),gadelha-iguatu,CE
1845,Dourado (Guaiúba),dourado-guaiuba,CE
1846,Guanacés (Cascavel),guanaces-cascavel,CE
1847,Sucesso (Tamboril),sucesso-tamboril,CE
1848,Tapera (Aquiraz),tapera-aquiraz,CE
1849,São José do Lagamar (Jaguaruana),sao-jose-do-lagamar-jaguaruana,CE
1850,Curral Velho (Crateús),curral-velho-crateus,CE
1851,Martinslândia (Guaraciaba do Norte),martinslandia-guaraciaba-do-norte,CE
1852,Umari,umari,CE
1853,Gado dos Rodrigues (Palmácia),gado-dos-rodrigues-palmacia,CE
1854,Catunda,catunda,CE
1855,Mararupá (Mauriti),mararupa-mauriti,CE
1856,Vazente do Curú (Canindé),vazente-do-curu-caninde,CE
1857,Matriz (Ipueiras),matriz-ipueiras,CE
1858,Barreiros (Potengi),barreiros-potengi,CE
1859,Paus Branco (Madalena),paus-branco-madalena,CE
1860,São Pedro do Gavião (Tururu),sao-pedro-do-gaviao-tururu,CE
1861,Várzea Alegre,varzea-alegre,CE
1862,Catolé (Mombaça),catole-mombaca,CE
1964,Caiçara (Cruz),caicara-cruz,CE
1863,Mutambeiras (Santana do Acaraú),mutambeiras-santana-do-acarau,CE
1864,Alto Santo,alto-santo,CE
1865,Banabuiú,banabuiu,CE
1866,Almofala (Itarema),almofala-itarema,CE
1867,Santo Antônio (Acopiara),santo-antonio-acopiara,CE
1868,Bonfim (Sobral),bonfim-sobral,CE
1869,Dourado (Horizonte),dourado-horizonte,CE
1870,Manituba (Quixeramobim),manituba-quixeramobim,CE
1871,Deserto (Itapipoca),deserto-itapipoca,CE
1872,Aquinópolis (Jaguaribe),aquinopolis-jaguaribe,CE
1873,Adrianópolis (Granja),adrianopolis-granja,CE
1874,Várzea (Cedro),varzea-cedro,CE
1875,Alazans (Ipueiras),alazans-ipueiras,CE
1876,Córrego dos Fernandes (Aracati),corrego-dos-fernandes-aracati,CE
1877,Barra Nova (Tauá),barra-nova-taua,CE
1878,Nova Veneza (Ubajara),nova-veneza-ubajara,CE
1879,Simão (Porteiras),simao-porteiras,CE
1880,Itans (Itapiúna),itans-itapiuna,CE
1881,Baturité,baturite,CE
1882,Varjota,varjota,CE
1883,Anjinhos (Santana do Cariri),anjinhos-santana-do-cariri,CE
1884,Paraipaba,paraipaba,CE
1885,Capitão Mor (Pedra Branca),capitao-mor-pedra-branca,CE
1886,Nova Russas,nova-russas,CE
1887,Bela Vista (Crato),bela-vista-crato,CE
1888,Irauçuba,iraucuba,CE
1889,Poço Grande (Jucás),poco-grande-jucas,CE
1890,Ventura (Alcântaras),ventura-alcantaras,CE
1891,Juazeiro de Baixo (Morada Nova),juazeiro-de-baixo-morada-nova,CE
1892,Cipó dos Anjos (Quixadá),cipo-dos-anjos-quixada,CE
1893,Poço Comprido (Amontada),poco-comprido-amontada,CE
1894,Orós,oros,CE
1895,Ladeira Grande (Maranguape),ladeira-grande-maranguape,CE
1896,Cristais (Cascavel),cristais-cascavel,CE
1897,Boa Esperança (Tamboril),boa-esperanca-tamboril,CE
1898,Eusébio,eusebio,CE
1899,Santa Luzia (Jaguaruana),santa-luzia-jaguaruana,CE
1900,Assis (Crateús),assis-crateus,CE
1901,Guaraciaba do Norte,guaraciaba-do-norte,CE
1902,Baixio,baixio,CE
1903,Canta Galo (Acarape),canta-galo-acarape,CE
1904,Paraiso (Catunda),paraiso-catunda,CE
1905,Nova Santa Cruz (Mauriti),nova-santa-cruz-mauriti,CE
1906,Targinos (Canindé),targinos-caninde,CE
1907,Gázea (Ipueiras),gazea-ipueiras,CE
1908,Triunfo (Nova Olinda),triunfo-nova-olinda,CE
1909,Cacimba Nova (Madalena),cacimba-nova-madalena,CE
1910,Conceição (Tururu),conceicao-tururu,CE
2210,Irundi (Fundão),irundi-fundao,ES
1911,Carnaúbas (Mombaça),carnaubas-mombaca,CE
1912,João Cordeiro (Santana do Acaraú),joao-cordeiro-santana-do-acarau,CE
1913,Iracema,iracema,CE
1914,Rinaré (Banabuiú),rinare-banabuiu,CE
1915,Carvoeiro (Itarema),carvoeiro-itarema,CE
1916,Isidoro (Acopiara),isidoro-acopiara,CE
1917,Patriarca (Sobral),patriarca-sobral,CE
1918,Lagoa Grande (Russas),lagoa-grande-russas,CE
1919,Madalena,madalena,CE
1920,Itapipoca,itapipoca,CE
1921,Jaguaribara,jaguaribara,CE
1922,Timonha (Granja),timonha-granja,CE
1923,Lima Campos (Icó),lima-campos-ico,CE
1924,Poço Doce (Paracuru),poco-doce-paracuru,CE
1925,Mata Fresca (Aracati),mata-fresca-aracati,CE
1926,Tauá,taua,CE
1927,Santo Antônio da Pindoba (Ibiapina),santo-antonio-da-pindoba-ibiapina,CE
1928,Carnaúba (Jati),carnauba-jati,CE
1929,Aracoiaba,aracoiaba,CE
1930,São Sebastião (Baturité),sao-sebastiao-baturite,CE
1931,Hidrolândia,hidrolandia,CE
1932,Altaneira,altaneira,CE
1933,Boa Vista (Paraipaba),boa-vista-paraipaba,CE
1934,Carnaubinha (Milhã),carnaubinha-milha,CE
1935,Nova Betânia (Nova Russas),nova-betania-nova-russas,CE
1936,Amaro (Assaré),amaro-assare,CE
1937,Vista Alegre (Croatá),vista-alegre-croata,CE
1938,Missi (Irauçuba),missi-iraucuba,CE
1939,Flamengo (Saboeiro),flamengo-saboeiro,CE
1940,Camilos (Meruoca),camilos-meruoca,CE
1941,Uiraponga (Morada Nova),uiraponga-morada-nova,CE
1942,Daniel de Queirós (Quixadá),daniel-de-queiros-quixada,CE
1943,Aracatiara (Amontada),aracatiara-amontada,CE
1944,Palestina (Orós),palestina-oros,CE
1945,Penedo (Maranguape),penedo-maranguape,CE
1946,Pratiús (Pindoretama),pratius-pindoretama,CE
1947,Monsenhor Tabosa,monsenhor-tabosa,CE
1948,Senador Carlos Jereissati (Pacatuba),senador-carlos-jereissati-pacatuba,CE
1949,Jaguaruana,jaguaruana,CE
1950,Crateús,crateus,CE
1951,Betânia (Croatá),betania-croata,CE
1952,Canaúna (Ipaumirim),canauna-ipaumirim,CE
1953,Barra Nova (Redenção),barra-nova-redencao,CE
1954,Lambedouro (Viçosa do Ceará),lambedouro-vicosa-do-ceara,CE
1955,Caririaçu,caririacu,CE
1956,Itatira,itatira,CE
1957,América (Ipueiras),america-ipueiras,CE
1958,Pajeú (Araripe),pajeu-araripe,CE
1959,Umirim,umirim,CE
1960,São Vicente (Mombaça),sao-vicente-mombaca,CE
1961,Aroeiras (Coreaú),aroeiras-coreau,CE
1962,Ema (Iracema),ema-iracema,CE
1963,Pedras Brancas (Banabuiú),pedras-brancas-banabuiu,CE
1965,Santa Felícia (Acopiara),santa-felicia-acopiara,CE
1966,Taperuaba (Sobral),taperuaba-sobral,CE
1967,Bonhu (Russas),bonhu-russas,CE
1968,Boa Viagem,boa-viagem,CE
1969,Bela Vista (Itapipoca),bela-vista-itapipoca,CE
1970,Pessoa Anta (Granja),pessoa-anta-granja,CE
1971,Icozinho (Icó),icozinho-ico,CE
1972,Munguba (Trairi),munguba-trairi,CE
1973,Crato,crato,CE
1974,Bom Princípio (Caucaia),bom-principio-caucaia,CE
1975,Majorlândia (Aracati),majorlandia-aracati,CE
1976,Parambu,parambu,CE
1977,Betânia (Ibiapina),betania-ibiapina,CE
1978,Juá (Penaforte),jua-penaforte,CE
1979,Ideal (Aracoiaba),ideal-aracoiaba,CE
1980,Pai João (Aratuba),pai-joao-aratuba,CE
1981,Conceição (Hidrolândia),conceicao-hidrolandia,CE
1982,Missão Velha,missao-velha,CE
1983,Canaan (Trairi),canaan-trairi,CE
1984,Ematuba (Independência),ematuba-independencia,CE
1985,Major Simplício (Nova Russas),major-simplicio-nova-russas,CE
1986,Tarrafas,tarrafas,CE
1987,Açudinho (Tamboril),acudinho-tamboril,CE
1988,Juá (Irauçuba),jua-iraucuba,CE
1989,Senador Pompeu,senador-pompeu,CE
1990,São Francisco (Meruoca),sao-francisco-meruoca,CE
1991,Boa Água (Morada Nova),boa-agua-morada-nova,CE
1992,Tapuiara (Quixadá),tapuiara-quixada,CE
1993,Morrinhos,morrinhos,CE
1994,Igaroi (Orós),igaroi-oros,CE
1995,Aurora (Deputado Irapuan Pinheiro),aurora-deputado-irapuan-pinheiro,CE
1996,Lages (Maranguape),lages-maranguape,CE
1997,Caponguinha (Pindoretama),caponguinha-pindoretama,CE
1998,Nossa Senhora do Livramento (Monsenhor Tabosa),nossa-senhora-do-livramento-monsenhor-tabosa,CE
1999,Pacatuba,pacatuba,CE
2000,Itapeim (Beberibe),itapeim-beberibe,CE
2001,Oiticica (Crateús),oiticica-crateus,CE
2002,São Roque (Croatá),sao-roque-croata,CE
2003,Aurora,aurora,CE
2004,Guassi (Redenção),guassi-redencao,CE
2005,Independência,independencia,CE
2006,Padre Vieira (Viçosa do Ceará),padre-vieira-vicosa-do-ceara,CE
2007,Feitosa (Caririaçu),feitosa-caririacu,CE
2008,Lagoa do Mato (Itatira),lagoa-do-mato-itatira,CE
2009,Lagoa de São João (Aracoiaba),lagoa-de-sao-joao-aracoiaba,CE
2010,Ipueiras,ipueiras,CE
2011,Brejinho (Araripe),brejinho-araripe,CE
2012,São Luís do Curu,sao-luis-do-curu,CE
2013,Solonópole,solonopole,CE
2014,Ubaúna (Coreaú),ubauna-coreau,CE
2015,Canindezinho (Potiretama),canindezinho-potiretama,CE
2016,Nova Vida (Ibaretama),nova-vida-ibaretama,CE
2017,Itapajé,itapaje,CE
2020,São João de Deus (Russas),sao-joao-de-deus-russas,CE
2021,Ipiranga (Boa Viagem),ipiranga-boa-viagem,CE
2022,Marinheiros (Itapipoca),marinheiros-itapipoca,CE
2023,Suassurana (Iguatu),suassurana-iguatu,CE
2024,Brasília,brasilia,DF
2025,Bom Jesus do Norte,bom-jesus-do-norte,ES
2026,Braço do Rio (Conceição da Barra),braco-do-rio-conceicao-da-barra,ES
2027,São Francisco Xavier do Guandu (Afonso Cláudio),sao-francisco-xavier-do-guandu-afonso-claudio,ES
2028,Novo Brasil (Governador Lindenberg),novo-brasil-governador-lindenberg,ES
2029,Porangá (Barra de São Francisco),poranga-barra-de-sao-francisco,ES
2030,Araguaia (Marechal Floriano),araguaia-marechal-floriano,ES
2031,Castelo,castelo,ES
2032,São João do Norte (Alegre),sao-joao-do-norte-alegre,ES
2033,Ribeirão do Cristo (Alfredo Chaves),ribeirao-do-cristo-alfredo-chaves,ES
2034,Alto Caldeirão (Santa Teresa),alto-caldeirao-santa-teresa,ES
2035,Monte Carmelo do Rio Novo (Alto Rio Novo),monte-carmelo-do-rio-novo-alto-rio-novo,ES
2036,Novo Horizonte (Ecoporanga),novo-horizonte-ecoporanga,ES
2037,São José de Fruteiras (Vargem Alta),sao-jose-de-fruteiras-vargem-alta,ES
2038,São João do Príncipe (Iúna),sao-joao-do-principe-iuna,ES
2039,José Carlos (Apiacá),jose-carlos-apiaca,ES
2040,Conceição da Barra,conceicao-da-barra,ES
2041,Fazenda Guandu (Afonso Cláudio),fazenda-guandu-afonso-claudio,ES
2042,Morello (Governador Lindenberg),morello-governador-lindenberg,ES
2043,Itaperuna (Barra de São Francisco),itaperuna-barra-de-sao-francisco,ES
2044,Marataízes,marataizes,ES
2045,Anutiba (Alegre),anutiba-alegre,ES
2046,Urânia (Alfredo Chaves),urania-alfredo-chaves,ES
2047,Vinte e Cinco de Julho (Santa Teresa),vinte-e-cinco-de-julho-santa-teresa,ES
2048,Alto Rio Novo,alto-rio-novo,ES
2049,Santo Antônio do Pousalegre (Boa Esperança),santo-antonio-do-pousalegre-boa-esperanca,ES
2050,Alto Castelinho (Vargem Alta),alto-castelinho-vargem-alta,ES
2051,São Pedro (Muniz Freire),sao-pedro-muniz-freire,ES
2052,Dona América (Mimoso do Sul),dona-america-mimoso-do-sul,ES
2053,Barra Seca (Jaguaré),barra-seca-jaguare,ES
2054,Pontões (Afonso Cláudio),pontoes-afonso-claudio,ES
2055,Palmeira (Itaguaçu),palmeira-itaguacu,ES
2056,Monte Sinai (Barra de São Francisco),monte-sinai-barra-de-sao-francisco,ES
2057,São Jorge do Tiradentes (Rio Bananal),sao-jorge-do-tiradentes-rio-bananal,ES
2058,Rio Muqui (Itapemirim),rio-muqui-itapemirim,ES
2059,Rive (Alegre),rive-alegre,ES
2060,Crubixá (Alfredo Chaves),crubixa-alfredo-chaves,ES
2061,Garrafão (Santa Maria de Jetibá),garrafao-santa-maria-de-jetiba,ES
2062,Vila Verde (Pancas),vila-verde-pancas,ES
2063,São Mateus,sao-mateus,ES
2064,Boa Esperança,boa-esperanca,ES
2065,Princesa (Rio Novo do Sul),princesa-rio-novo-do-sul,ES
2066,Piaçu (Muniz Freire),piacu-muniz-freire,ES
2067,São José das Torres (Mimoso do Sul),sao-jose-das-torres-mimoso-do-sul,ES
2068,Afonso Cláudio,afonso-claudio,ES
2069,Itaimbé (Itaguaçu),itaimbe-itaguacu,ES
2070,Barra de São Francisco,barra-de-sao-francisco,ES
2071,Vinhático (Montanha),vinhatico-montanha,ES
2072,Itapecoá (Itapemirim),itapecoa-itapemirim,ES
2073,Celina (Alegre),celina-alegre,ES
2074,Iriritiba (Anchieta),iriritiba-anchieta,ES
2075,Mangaraí (Santa Leopoldina),mangarai-santa-leopoldina,ES
2076,São Francisco (São Domingos do Norte),sao-francisco-sao-domingos-do-norte,ES
2077,Colatina,colatina,ES
2078,Guararema (Nova Venécia),guararema-nova-venecia,ES
2079,Aghá (Piúma),agha-piuma,ES
2080,Vieira Machado (Muniz Freire),vieira-machado-muniz-freire,ES
2081,Santo Antônio do Muqui (Mimoso do Sul),santo-antonio-do-muqui-mimoso-do-sul,ES
2082,São Raimundo da Pedra Menina (Dores do Rio Preto),sao-raimundo-da-pedra-menina-dores-do-rio-preto,ES
2083,Acioli (João Neiva),acioli-joao-neiva,ES
2084,Jurama (Vila Valério),jurama-vila-valerio,ES
2085,Piúma,piuma,ES
2086,Itamira (Ponto Belo),itamira-ponto-belo,ES
2087,Conduru (Cachoeiro de Itapemirim),conduru-cachoeiro-de-itapemirim,ES
2088,Atílio Vivácqua,atilio-vivacqua,ES
2089,Todos os Santos (Guarapari),todos-os-santos-guarapari,ES
2090,Santa Leopoldina,santa-leopoldina,ES
2091,Vila Nova de Bananal (Baixo Guandu),vila-nova-de-bananal-baixo-guandu,ES
2092,Anchieta,anchieta,ES
2093,Santo Antônio do Quinze (Nova Venécia),santo-antonio-do-quinze-nova-venecia,ES
2094,Iconha,iconha,ES
2095,São João de Viçosa (Venda Nova do Imigrante),sao-joao-de-vicosa-venda-nova-do-imigrante,ES
2096,Mimoso do Sul,mimoso-do-sul,ES
2097,Dores do Rio Preto,dores-do-rio-preto,ES
2098,Pendanga (Ibiraçu),pendanga-ibiracu,ES
2099,Vila Valério,vila-valerio,ES
2100,Itabaiana (Mucurici),itabaiana-mucurici,ES
2101,Burarama (Cachoeiro de Itapemirim),burarama-cachoeiro-de-itapemirim,ES
2102,Muqui,muqui,ES
2103,Timbuí (Fundão),timbui-fundao,ES
2104,Brejetuba,brejetuba,ES
2105,Alto Mutum Preto (Baixo Guandu),alto-mutum-preto-baixo-guandu,ES
2106,Aracruz,aracruz,ES
2107,Governador Lacerda de Aguiar (Água Doce do Norte),governador-lacerda-de-aguiar-agua-doce-do-norte,ES
2108,Melgaço (Domingos Martins),melgaco-domingos-martins,ES
2109,Conceição do Castelo,conceicao-do-castelo,ES
2110,São Tiago (Guaçuí),sao-tiago-guacui,ES
2111,Santa Júlia (São Roque do Canaã),santa-julia-sao-roque-do-canaa,ES
2112,São Gabriel da Palha,sao-gabriel-da-palha,ES
2113,Santa Terezinha (Ecoporanga),santa-terezinha-ecoporanga,ES
2114,Itaóca (Cachoeiro de Itapemirim),itaoca-cachoeiro-de-itapemirim,ES
2116,Airituba (São José do Calçado),airituba-sao-jose-do-calcado,ES
2117,Fundão,fundao,ES
2118,Pinheiros,pinheiros,ES
2119,Sobreiro (Laranja da Terra),sobreiro-laranja-da-terra,ES
2120,Baixo Guandu,baixo-guandu,ES
2121,Cariacica,cariacica,ES
2122,Santa Luzia do Azul (Água Doce do Norte),santa-luzia-do-azul-agua-doce-do-norte,ES
2123,Isabel (Domingos Martins),isabel-domingos-martins,ES
2124,Monte Pio (Castelo),monte-pio-castelo,ES
2125,Jerônimo Monteiro,jeronimo-monteiro,ES
2126,São Roque do Canaã,sao-roque-do-canaa,ES
2127,São Geraldo (Mantenópolis),sao-geraldo-mantenopolis,ES
2128,Santa Luzia do Norte (Ecoporanga),santa-luzia-do-norte-ecoporanga,ES
2129,Pacotuba (Cachoeiro de Itapemirim),pacotuba-cachoeiro-de-itapemirim,ES
2130,Nossa Senhora das Graças (Iúna),nossa-senhora-das-gracas-iuna,ES
2131,São José do Calçado,sao-jose-do-calcado,ES
2132,Pedro Canário,pedro-canario,ES
2133,Laranja da Terra,laranja-da-terra,ES
2134,Marilândia,marilandia,ES
2135,Vitória,vitoria,ES
2136,Água Doce do Norte,agua-doce-do-norte,ES
2137,Santa Maria de Marechal (Marechal Floriano),santa-maria-de-marechal-marechal-floriano,ES
2138,Aracui (Castelo),aracui-castelo,ES
2139,Ibitirama,ibitirama,ES
2140,Sagrada Família (Alfredo Chaves),sagrada-familia-alfredo-chaves,ES
2141,São João de Petrópolis (Santa Teresa),sao-joao-de-petropolis-santa-teresa,ES
2142,Mantenópolis,mantenopolis,ES
2143,Araçatiba (Viana),aracatiba-viana,ES
2144,Imburana (Ecoporanga),imburana-ecoporanga,ES
2145,Prosperidade (Vargem Alta),prosperidade-vargem-alta,ES
2146,Pequiá (Iúna),pequia-iuna,ES
2147,Bonsucesso (Apiacá),bonsucesso-apiaca,ES
2148,Itaúnas (Conceição da Barra),itaunas-conceicao-da-barra,ES
2149,Ibicaba (Afonso Cláudio),ibicaba-afonso-claudio,ES
2150,Córrego Moacyr Ávidos (Governador Lindenberg),corrego-moacyr-avidos-governador-lindenberg,ES
2151,Paulista (Barra de São Francisco),paulista-barra-de-sao-francisco,ES
2152,Presidente Kennedy,presidente-kennedy,ES
2153,Araraí (Alegre),ararai-alegre,ES
2154,Matilde (Alfredo Chaves),matilde-alfredo-chaves,ES
2155,Santo Antônio do Canaã (Santa Teresa),santo-antonio-do-canaa-santa-teresa,ES
2156,Palmerino (Alto Rio Novo),palmerino-alto-rio-novo,ES
2157,Ecoporanga,ecoporanga,ES
2158,Jaciguá (Vargem Alta),jacigua-vargem-alta,ES
2159,Iúna,iuna,ES
2160,Apiacá,apiaca,ES
2161,Nossa Senhora de Fátima (Jaguaré),nossa-senhora-de-fatima-jaguare,ES
2162,Piracema (Afonso Cláudio),piracema-afonso-claudio,ES
2163,Governador Lindenberg,governador-lindenberg,ES
2164,Santo Antônio (Barra de São Francisco),santo-antonio-barra-de-sao-francisco,ES
2165,Sooretama,sooretama,ES
2166,Paineiras (Itapemirim),paineiras-itapemirim,ES
2167,Santa Angélica (Alegre),santa-angelica-alegre,ES
2168,Ibitiruí (Alfredo Chaves),ibitirui-alfredo-chaves,ES
2169,Santa Teresa,santa-teresa,ES
2170,Lajinha (Pancas),lajinha-pancas,ES
2171,São José do Sobradinho (Boa Esperança),sao-jose-do-sobradinho-boa-esperanca,ES
2172,Vargem Alta,vargem-alta,ES
2173,Itaicí (Muniz Freire),itaici-muniz-freire,ES
2174,Ponte de Itabapoana (Mimoso do Sul),ponte-de-itabapoana-mimoso-do-sul,ES
2175,Jaguaré,jaguare,ES
2176,Serra Pelada (Afonso Cláudio),serra-pelada-afonso-claudio,ES
2177,Itaçu (Itaguaçu),itacu-itaguacu,ES
2178,Cachoeirinha de Itaúna (Barra de São Francisco),cachoeirinha-de-itauna-barra-de-sao-francisco,ES
2179,Rio Bananal,rio-bananal,ES
2180,Itaipava (Itapemirim),itaipava-itapemirim,ES
2181,Café (Alegre),cafe-alegre,ES
2182,Alfredo Chaves,alfredo-chaves,ES
2183,Santa Maria de Jetibá,santa-maria-de-jetiba,ES
2184,Pancas,pancas,ES
2185,Linhares,linhares,ES
2186,Vila Pavão,vila-pavao,ES
2187,Rio Novo do Sul,rio-novo-do-sul,ES
2188,Menino Jesus (Muniz Freire),menino-jesus-muniz-freire,ES
2189,Conceição do Muqui (Mimoso do Sul),conceicao-do-muqui-mimoso-do-sul,ES
2190,Divino de São Lourenço,divino-de-sao-lourenco,ES
2191,Itaguaçu,itaguacu,ES
2192,Águia Branca,aguia-branca,ES
2193,Montanha,montanha,ES
2194,Itapemirim,itapemirim,ES
2195,Alegre,alegre,ES
2196,Jabaquara (Anchieta),jabaquara-anchieta,ES
2197,Djalma Coutinho (Santa Leopoldina),djalma-coutinho-santa-leopoldina,ES
2198,São Domingos do Norte,sao-domingos-do-norte,ES
2199,Cachoeiro de Itapemirim,cachoeiro-de-itapemirim,ES
2200,Rio Preto (Nova Venécia),rio-preto-nova-venecia,ES
2201,Duas Barras (Iconha),duas-barras-iconha,ES
2202,Muniz Freire,muniz-freire,ES
2203,São Pedro de Itabapoana (Mimoso do Sul),sao-pedro-de-itabapoana-mimoso-do-sul,ES
2204,Mundo Novo (Dores do Rio Preto),mundo-novo-dores-do-rio-preto,ES
2205,João Neiva,joao-neiva,ES
2206,São Jorge da Barra Seca (Vila Valério),sao-jorge-da-barra-seca-vila-valerio,ES
2207,Ponto Belo,ponto-belo,ES
2208,Córrego dos Monos (Cachoeiro de Itapemirim),corrego-dos-monos-cachoeiro-de-itapemirim,ES
2209,Câmara (Muqui),camara-muqui,ES
2211,São Jorge do Oliveira (Brejetuba),sao-jorge-do-oliveira-brejetuba,ES
2212,Ibituba (Baixo Guandu),ibituba-baixo-guandu,ES
2213,Guarapari,guarapari,ES
2214,Nova Venécia,nova-venecia,ES
2215,Aracê (Domingos Martins),arace-domingos-martins,ES
2216,Venda Nova do Imigrante,venda-nova-do-imigrante,ES
2217,São Pedro de Rates (Guaçuí),sao-pedro-de-rates-guacui,ES
2218,Ibiraçu,ibiracu,ES
2219,Fartura (São Gabriel da Palha),fartura-sao-gabriel-da-palha,ES
2220,Mucurici,mucurici,ES
2221,Gironda (Cachoeiro de Itapemirim),gironda-cachoeiro-de-itapemirim,ES
2222,Santa Cruz de Irupi (Irupi),santa-cruz-de-irupi-irupi,ES
2223,Divino Espírito Santo (São José do Calçado),divino-espirito-santo-sao-jose-do-calcado,ES
2224,Praia Grande (Fundão),praia-grande-fundao,ES
2225,São João do Sobrado (Pinheiros),sao-joao-do-sobrado-pinheiros,ES
2226,Itarana,itarana,ES
2227,Quilômetro 14 do Mutum (Baixo Guandu),quilometro-14-do-mutum-baixo-guandu,ES
2228,Serra,serra,ES
2229,Santo Agostinho (Água Doce do Norte),santo-agostinho-agua-doce-do-norte,ES
2230,Paraju (Domingos Martins),paraju-domingos-martins,ES
2231,Limoeiro (Castelo),limoeiro-castelo,ES
2232,Guaçuí,guacui,ES
2233,São Jacinto (São Roque do Canaã),sao-jacinto-sao-roque-do-canaa,ES
2234,São José de Mantenópolis (Mantenópolis),sao-jose-de-mantenopolis-mantenopolis,ES
2235,Joaçuba (Ecoporanga),joacuba-ecoporanga,ES
